
SetupTitle, ID_Vd_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VD
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:28:50
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (1, -4)
MetaData, TestRecord.LinkKey, 2712a809-3cd1-44a0-b06a-736bf2eea16b
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VD
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VD, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HR, Name=VG, Start=10 V, Stop=3 V, Step=-500 mV, No. of Steps=15, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VG	10,9.5,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,3.5,3	10	-0.5	15
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_Vd_CEC
Dimension1, 162, 162, 162, 162, 162, 162, 162
Dimension2, 15, 15, 15, 15, 15, 15, 15
DataName, VD, VG, IG, ID, absID, absIG, gm
DataValue, 0, 10, -4.2788000000000004E-11, 6.9747E-11, 6.9747E-11, 4.2788000000000004E-11, 
DataValue, 0.125, 10, 6.5572E-11, 2.5645E-06, 2.5645E-06, 6.5572E-11, 
DataValue, 0.25, 10, -1.416E-12, 5.0642000000000006E-06, 5.0642000000000006E-06, 1.416E-12, 
DataValue, 0.375, 10, -6.2748E-11, 7.5016000000000012E-06, 7.5016000000000012E-06, 6.2748E-11, 
DataValue, 0.5, 10, 3.1344E-11, 9.8609E-06, 9.8609E-06, 3.1344E-11, 
DataValue, 0.625, 10, 2.1164000000000003E-11, 1.2174E-05, 1.2174E-05, 2.1164000000000003E-11, 
DataValue, 0.75, 10, 4.186E-12, 1.4423E-05, 1.4423E-05, 4.186E-12, 
DataValue, 0.875, 10, 4.7336000000000006E-11, 1.6619E-05, 1.6619E-05, 4.7336000000000006E-11, 
DataValue, 1, 10, -6.9692000000000011E-11, 1.8750000000000002E-05, 1.8750000000000002E-05, 6.9692000000000011E-11, 
DataValue, 1.125, 10, 2.5172000000000003E-11, 2.0826E-05, 2.0826E-05, 2.5172000000000003E-11, 
DataValue, 1.25, 10, 2.22E-11, 2.2838E-05, 2.2838E-05, 2.22E-11, 
DataValue, 1.375, 10, -6.5926E-11, 2.4795000000000002E-05, 2.4795000000000002E-05, 6.5926E-11, 
DataValue, 1.5, 10, 5.32E-11, 2.6703E-05, 2.6703E-05, 5.32E-11, 
DataValue, 1.625, 10, -3.988E-12, 2.8549E-05, 2.8549E-05, 3.988E-12, 
DataValue, 1.75, 10, -1.6742000000000003E-11, 3.034E-05, 3.034E-05, 1.6742000000000003E-11, 
DataValue, 1.875, 10, 6.7784E-11, 3.2083000000000004E-05, 3.2083000000000004E-05, 6.7784E-11, 
DataValue, 2, 10, -6.7686E-11, 3.3764000000000004E-05, 3.3764000000000004E-05, 6.7686E-11, 
DataValue, 2.125, 10, 3.0376E-11, 3.5399000000000004E-05, 3.5399000000000004E-05, 3.0376E-11, 
DataValue, 2.25, 10, 3.1302E-11, 3.6981000000000004E-05, 3.6981000000000004E-05, 3.1302E-11, 
DataValue, 2.375, 10, -5.8182000000000004E-11, 3.8512E-05, 3.8512E-05, 5.8182000000000004E-11, 
DataValue, 2.5, 10, 7.1112E-11, 3.9993E-05, 3.9993E-05, 7.1112E-11, 
DataValue, 2.625, 10, 3.746E-12, 4.1422000000000004E-05, 4.1422000000000004E-05, 3.746E-12, 
DataValue, 2.75, 10, -4.6812E-11, 4.2808E-05, 4.2808E-05, 4.6812E-11, 
DataValue, 2.875, 10, 7.0804E-11, 4.4143E-05, 4.4143E-05, 7.0804E-11, 
DataValue, 3, 10, -2.4534000000000004E-11, 4.5426E-05, 4.5426E-05, 2.4534000000000004E-11, 
DataValue, 3.125, 10, -2.061E-11, 4.6667E-05, 4.6667E-05, 2.061E-11, 
DataValue, 3.25, 10, 6.7904E-11, 4.7864E-05, 4.7864E-05, 6.7904E-11, 
DataValue, 3.375, 10, -5.1954E-11, 4.9009000000000005E-05, 4.9009000000000005E-05, 5.1954E-11, 
DataValue, 3.5, 10, -1.2876000000000001E-11, 5.0126E-05, 5.0126E-05, 1.2876000000000001E-11, 
DataValue, 3.625, 10, 6.0206000000000009E-11, 5.1194000000000005E-05, 5.1194000000000005E-05, 6.0206000000000009E-11, 
DataValue, 3.75, 10, -5.7564E-11, 5.2216E-05, 5.2216E-05, 5.7564E-11, 
DataValue, 3.875, 10, 9.94E-12, 5.32E-05, 5.32E-05, 9.94E-12, 
DataValue, 4, 10, 3.486E-11, 5.4139000000000005E-05, 5.4139000000000005E-05, 3.486E-11, 
DataValue, 4.125, 10, -7.064E-11, 5.5049E-05, 5.5049E-05, 7.064E-11, 
DataValue, 4.25, 10, 3.2360000000000005E-11, 5.5915E-05, 5.5915E-05, 3.2360000000000005E-11, 
DataValue, 4.375, 10, 1.3822000000000002E-11, 5.6724E-05, 5.6724E-05, 1.3822000000000002E-11, 
DataValue, 4.5, 10, -5.8438E-11, 5.7538000000000004E-05, 5.7538000000000004E-05, 5.8438E-11, 
DataValue, 4.625, 10, 6.006000000000001E-11, 5.8288E-05, 5.8288E-05, 6.006000000000001E-11, 
DataValue, 4.75, 10, -8.208E-12, 5.9012000000000004E-05, 5.9012000000000004E-05, 8.208E-12, 
DataValue, 4.875, 10, -3.5434E-11, 5.9687E-05, 5.9687E-05, 3.5434E-11, 
DataValue, 5, 10, 7.2580000000000009E-11, 6.035E-05, 6.035E-05, 7.2580000000000009E-11, 
DataValue, 5.125, 10, -2.574E-12, 6.098E-05, 6.098E-05, 2.574E-12, 
DataValue, 5.25, 10, -3.6100000000000003E-11, 6.1586E-05, 6.1586E-05, 3.6100000000000003E-11, 
DataValue, 5.375, 10, 5.0814000000000005E-11, 6.2155E-05, 6.2155E-05, 5.0814000000000005E-11, 
DataValue, 5.5, 10, 1.684E-12, 6.2694E-05, 6.2694E-05, 1.684E-12, 
DataValue, 5.625, 10, -3.9090000000000004E-11, 6.3207E-05, 6.3207E-05, 3.9090000000000004E-11, 
DataValue, 5.75, 10, 6.9926E-11, 6.3698E-05, 6.3698E-05, 6.9926E-11, 
DataValue, 5.875, 10, 4.694E-12, 6.4177E-05, 6.4177E-05, 4.694E-12, 
DataValue, 6, 10, -5.5228E-11, 6.4604000000000007E-05, 6.4604000000000007E-05, 5.5228E-11, 
DataValue, 6.125, 10, 7.2292000000000007E-11, 6.5035E-05, 6.5035E-05, 7.2292000000000007E-11, 
DataValue, 6.25, 10, -2.1734E-11, 6.5436E-05, 6.5436E-05, 2.1734E-11, 
DataValue, 6.375, 10, -1.4022000000000001E-11, 6.5814E-05, 6.5814E-05, 1.4022000000000001E-11, 
DataValue, 6.5, 10, 4.3882000000000005E-11, 6.6173E-05, 6.6173E-05, 4.3882000000000005E-11, 
DataValue, 6.625, 10, -6.4548000000000008E-11, 6.6524E-05, 6.6524E-05, 6.4548000000000008E-11, 
DataValue, 6.75, 10, 1.8618000000000002E-11, 6.6829000000000007E-05, 6.6829000000000007E-05, 1.8618000000000002E-11, 
DataValue, 6.875, 10, 9.588E-12, 6.7157000000000008E-05, 6.7157000000000008E-05, 9.588E-12, 
DataValue, 7, 10, -6.0700000000000008E-11, 6.7463E-05, 6.7463E-05, 6.0700000000000008E-11, 
DataValue, 7.125, 10, 6.6288000000000007E-11, 6.7732000000000008E-05, 6.7732000000000008E-05, 6.6288000000000007E-11, 
DataValue, 7.25, 10, -3.8576E-11, 6.7979000000000008E-05, 6.7979000000000008E-05, 3.8576E-11, 
DataValue, 7.375, 10, -1.6256000000000002E-11, 6.8245000000000008E-05, 6.8245000000000008E-05, 1.6256000000000002E-11, 
DataValue, 7.5, 10, 5.0344000000000006E-11, 6.8494E-05, 6.8494E-05, 5.0344000000000006E-11, 
DataValue, 7.625, 10, -7.1494000000000012E-11, 6.8727000000000008E-05, 6.8727000000000008E-05, 7.1494000000000012E-11, 
DataValue, 7.75, 10, 2.9594E-11, 6.8941E-05, 6.8941E-05, 2.9594E-11, 
DataValue, 7.875, 10, 7.11E-12, 6.9176E-05, 6.9176E-05, 7.11E-12, 
DataValue, 8, 10, -2.9882E-11, 6.9352E-05, 6.9352E-05, 2.9882E-11, 
DataValue, 8.125, 10, 7.238E-11, 6.9557E-05, 6.9557E-05, 7.238E-11, 
DataValue, 8.25, 10, -2.7388E-11, 6.9761E-05, 6.9761E-05, 2.7388E-11, 
DataValue, 8.375, 10, -1.7494E-11, 6.9945000000000009E-05, 6.9945000000000009E-05, 1.7494E-11, 
DataValue, 8.5, 10, 6.4060000000000009E-11, 7.0114E-05, 7.0114E-05, 6.4060000000000009E-11, 
DataValue, 8.625, 10, -2.9168000000000003E-11, 7.0306E-05, 7.0306E-05, 2.9168000000000003E-11, 
DataValue, 8.75, 10, -1.5004000000000002E-11, 7.0462E-05, 7.0462E-05, 1.5004000000000002E-11, 
DataValue, 8.875, 10, 6.2652E-11, 7.0623E-05, 7.0623E-05, 6.2652E-11, 
DataValue, 9, 10, -5.8718E-11, 7.078E-05, 7.078E-05, 5.8718E-11, 
DataValue, 9.125, 10, 9.398E-12, 7.0918E-05, 7.0918E-05, 9.398E-12, 
DataValue, 9.25, 10, 3.667E-11, 7.1082000000000008E-05, 7.1082000000000008E-05, 3.667E-11, 
